"Time","Road_Identification","Road_Pavement_Type","Road_Lane_Being_Measured","Road_Number","Road_Name","Road_National_Region","Road_Regional_Region","Road_Local_Region","Road_Start_Point_Name","Road_End_Point_Name","Road_Start_Point_Chainage","Road_End_Point_Chainage","Road_Network_Type","Road_Class","Road_Management_Entity","Road_Number_Of_Lanes","Road_Carriageway_Width","Road_Shoulder_Width","Road_Surface_Type","Road_Terrain_Type","Road_Traffic_Level","Road_Traffic_Direction","Road_Observed_Pavement_Condition","Road_Observed_Drainage_Condition","Road_Posted_Speed_Limit","Road_Pavement_Age","Road_Landslide_Vulnerability","Road_Rockfall_Vulnerability","Road_Erosion_Vulnerability","Road_Mudflow_Vulnerability","Road_Flash_Flood_Vulnerability","Road_Flood_Area_Vulnerability","Road_Snow_Fall_Vulnerability","Road_Fog_Vulnerability","Road_Ice_on_Carriageway_Vulnerability","Road_Boulders_on_Carriageway_Vulnerability","Road_Wildfire_Area_Vulnerability","Road_Comments","Interval_Number","Interval_Start_Latitude","Interval_Start_Longitude","Interval_Start_Altitude","Interval_End_Latitude","Interval_End_Longitude","Interval_End_Altitude","Interval_Length","Suspension_Type","Is_Fixed","Speed","St_Dev_Vert_Accel","Roughness","Condition_Category"
"12:53:11 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0461","40.09628491","-88.24480204","221.79269007","40.09719622","-88.24466561","221.57461919","101.86","CAR HARD SUSPENSION","true","47.47","0.06","2.56","GOOD",
"12:53:36 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0462","40.09719622","-88.24466561","221.57461919","40.09788012","-88.2445134","222.08252384","77.04","CAR HARD SUSPENSION","true","12.42","0.04","","NOT MEASURED",
"12:53:49 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0463","40.09788012","-88.2445134","222.08252384","40.09803811","-88.24329631","224.13863754","105.27","CAR HARD SUSPENSION","true","28.13","0.07","3.46","GOOD",
"12:53:58 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0464","40.09803811","-88.24329631","224.13863754","40.09801991","-88.24211684","224.39187241","100.61","CAR HARD SUSPENSION","true","39.14","0.05","2.44","GOOD",
"12:54:07 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0465","40.09801991","-88.24211684","224.39187241","40.09801063","-88.24079516","223.25326157","112.72","CAR HARD SUSPENSION","true","44.61","0.06","2.44","GOOD",
"12:54:15 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0466","40.09801063","-88.24079516","223.25326157","40.09798057","-88.23951921","223.41866684","108.86","CAR HARD SUSPENSION","true","48.98","0.08","3.3","GOOD",
"12:54:23 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0467","40.09798057","-88.23951921","223.41866684","40.09798228","-88.23820322","223.08785629","112.23","CAR HARD SUSPENSION","true","51.35","0.07","2.46","GOOD",
"12:54:31 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0468","40.09798228","-88.23820322","223.08785629","40.09801809","-88.23690414","224.20376205","110.86","CAR HARD SUSPENSION","true","50.87","0.08","2.98","GOOD",
"12:54:39 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0469","40.09801809","-88.23690414","224.20376205","40.09804518","-88.23561299","225.75692368","110.15","CAR HARD SUSPENSION","true","49.24","0.07","2.66","GOOD",
"12:54:47 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0470","40.09804518","-88.23561299","225.75692368","40.09802418","-88.23432406","228.99862289","109.95","CAR HARD SUSPENSION","true","48.52","0.05","2","GOOD",
"12:54:55 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0471","40.09802418","-88.23432406","228.99862289","40.09805306","-88.23304575","230.64583969","109.06","CAR HARD SUSPENSION","true","49.41","0.05","1.81","VERY GOOD",
"12:55:03 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0472","40.09805306","-88.23304575","230.64583969","40.09809845","-88.23179428","231.08218002","106.85","CAR HARD SUSPENSION","true","48.84","0.04","1.6","VERY GOOD",
"12:55:10 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0473","40.09809845","-88.23179428","231.08218002","40.09809459","-88.23061167","231.07625961","100.85","CAR HARD SUSPENSION","true","51.44","0.05","1.72","VERY GOOD",
"12:55:17 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0474","40.09809459","-88.23061167","231.07625961","40.09808893","-88.22941767","231.56820297","101.83","CAR HARD SUSPENSION","true","52.78","0.04","1.53","VERY GOOD",
"12:55:24 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0475","40.09808893","-88.22941767","231.56820297","40.0980878","-88.22823809","232.05831528","100.6","CAR HARD SUSPENSION","true","51.66","0.06","2.14","GOOD",
"12:55:32 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0476","40.0980878","-88.22823809","232.05831528","40.09810905","-88.22693864","230.89327621","110.84","CAR HARD SUSPENSION","true","50.02","0.06","2.25","GOOD",
"12:55:39 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0477","40.09810905","-88.22693864","230.89327621","40.09812959","-88.22575025","230.23800278","101.37","CAR HARD SUSPENSION","true","51.97","0.07","2.5","GOOD",
"12:55:46 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0478","40.09812959","-88.22575025","230.23800278","40.09812456","-88.22445994","229.67733383","110.04","CAR HARD SUSPENSION","true","56.08","0.08","2.76","GOOD",
"12:55:53 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0479","40.09812456","-88.22445994","229.67733383","40.09814606","-88.22316703","229.31332016","110.29","CAR HARD SUSPENSION","true","56.12","0.06","2.14","GOOD",
"12:56:00 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0480","40.09814606","-88.22316703","229.31332016","40.09814568","-88.22191344","227.02242661","106.91","CAR HARD SUSPENSION","true","56.82","0.07","2.47","GOOD",
"12:56:07 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0481","40.09814568","-88.22191344","227.02242661","40.09812715","-88.22063109","228.11642075","109.38","CAR HARD SUSPENSION","true","56.04","0.08","2.72","GOOD",
"12:56:16 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0482","40.09812715","-88.22063109","228.11642075","40.09818055","-88.21944161","227.67403793","101.61","CAR HARD SUSPENSION","true","42.66","0.07","2.9","GOOD",
"12:56:33 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0483","40.09818055","-88.21944161","227.67403793","40.09820393","-88.21920658","228.2253685","20.21","CAR HARD SUSPENSION","true","4.02","0.04","","NOT MEASURED",
"12:56:46 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0484","40.09820393","-88.21920658","228.2253685","40.09917058","-88.21903191","227.59640121","108.37","CAR HARD SUSPENSION","true","30.47","0.07","3.31","GOOD",
"12:56:55 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0485","40.09917058","-88.21903191","227.59640121","40.10012058","-88.21900232","228.20547104","105.52","CAR HARD SUSPENSION","true","41.56","0.07","3.24","GOOD",
"12:57:04 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0486","40.10012058","-88.21900232","228.20547104","40.10102704","-88.21904607","228.22054672","100.72","CAR HARD SUSPENSION","true","41.03","0.09","3.88","GOOD",
"12:57:13 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0487","40.10102704","-88.21904607","228.22054672","40.10194951","-88.21909033","226.56759262","102.5","CAR HARD SUSPENSION","true","41.02","0.05","2.29","GOOD",
"12:57:21 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0488","40.10194951","-88.21909033","226.56759262","40.10287936","-88.21912595","225.70180893","103.3","CAR HARD SUSPENSION","true","46.46","0.06","2.44","GOOD",
"12:57:29 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0489","40.10287936","-88.21912595","225.70180893","40.10384185","-88.21915311","222.06673813","106.9","CAR HARD SUSPENSION","true","47.34","0.06","2.22","GOOD",
"12:57:37 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0490","40.10384185","-88.21915311","222.06673813","40.10475183","-88.21918085","223.2654686","101.07","CAR HARD SUSPENSION","true","45.84","0.06","2.47","GOOD",
"12:57:45 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0491","40.10475183","-88.21918085","223.2654686","40.10566395","-88.2191552","222.37424257","101.31","CAR HARD SUSPENSION","true","44.3","0.1","4.24","FAIR",
"12:57:54 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0492","40.10566395","-88.2191552","222.37424257","40.10659011","-88.21914925","223.51473618","102.84","CAR HARD SUSPENSION","true","41.11","0.09","3.8","GOOD",
"12:58:03 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0493","40.10659011","-88.21914925","223.51473618","40.10756317","-88.21916233","223.70650864","108.05","CAR HARD SUSPENSION","true","43.21","0.06","2.49","GOOD",
"12:58:11 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0494","40.10756317","-88.21916233","223.70650864","40.10847005","-88.21914271","221.68935776","100.71","CAR HARD SUSPENSION","true","46.14","0.11","4.68","FAIR",
"12:58:30 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0495","40.10847005","-88.21914271","221.68935776","40.10898004","-88.21915839","220.0764506","56.65","CAR HARD SUSPENSION","true","12.37","0.04","","NOT MEASURED",
"12:58:42 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0496","40.10898004","-88.21915839","220.0764506","40.10995856","-88.21920783","218.86825814","108.74","CAR HARD SUSPENSION","true","30.45","0.07","3.52","GOOD",
"12:58:59 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0497","40.10995856","-88.21920783","218.86825814","40.11048365","-88.21920359","220.29378891","58.31","CAR HARD SUSPENSION","true","14.09","0.05","","NOT MEASURED",
"12:59:13 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0498","40.11048365","-88.21920359","220.29378891","40.11145364","-88.21926432","217.53463364","107.83","CAR HARD SUSPENSION","true","26.66","0.07","3.72","GOOD",
"12:59:24 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0499","40.11145364","-88.21926432","217.53463364","40.11237604","-88.21924284","217.70816304","102.44","CAR HARD SUSPENSION","true","33.1","0.06","3.17","GOOD",
"12:59:36 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0500","40.11237604","-88.21924284","217.70816304","40.1133174","-88.21925138","219.72258026","104.53","CAR HARD SUSPENSION","true","31.54","0.09","4.44","FAIR",
"12:59:42 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0501","40.1133174","-88.21925138","219.72258026","40.11356461","-88.21918434","221.0436058","28.04","CAR HARD SUSPENSION","true","24.42","0.07","","NOT MEASURED",
"12:59:57 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0502","40.11356461","-88.21918434","221.0436058","40.11342697","-88.21799718","219.97176743","102.36","CAR HARD SUSPENSION","true","24.18","0.1","5.26","FAIR",
"13:00:13 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0503","40.11342697","-88.21799718","219.97176743","40.11325145","-88.21677008","220.39297104","106.42","CAR HARD SUSPENSION","true","23.45","0.11","5.91","FAIR",
"13:00:34 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0504","40.11325145","-88.21677008","220.39297104","40.11313011","-88.21601661","217.54421616","65.64","CAR HARD SUSPENSION","true","12.54","0.05","","NOT MEASURED",
"13:00:50 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0505","40.11313011","-88.21601661","217.54421616","40.11296671","-88.21481508","217.608181","104.03","CAR HARD SUSPENSION","true","21.83","0.09","4.65","FAIR",
"13:01:04 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0506","40.11296671","-88.21481508","217.608181","40.11292035","-88.21362515","216.18062973","101.58","CAR HARD SUSPENSION","true","26.23","0.08","4.11","FAIR",
"13:01:17 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0507","40.11292035","-88.21362515","216.18062973","40.1128592","-88.21319968","216.24117661","36.9","CAR HARD SUSPENSION","true","12.87","0.05","","NOT MEASURED",
"13:01:33 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0508","40.1128592","-88.21319968","216.24117661","40.11231877","-88.21319198","217.02944565","60.01","CAR HARD SUSPENSION","true","13.4","0.05","","NOT MEASURED",
"13:01:50 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0509","40.11231877","-88.21319198","217.02944565","40.11153348","-88.21319289","216.46664047","87.2","CAR HARD SUSPENSION","true","18.77","0.07","","NOT MEASURED",
"13:02:02 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0510","40.11153348","-88.21319289","216.46664047","40.11148355","-88.2144265","216.04684067","105.32","CAR HARD SUSPENSION","true","29.07","0.09","4.37","FAIR",
"13:02:14 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0511","40.11148355","-88.2144265","216.04684067","40.11146541","-88.21566752","215.78652573","105.83","CAR HARD SUSPENSION","true","30.42","0.09","4.31","FAIR",
"13:02:27 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0512","40.11146541","-88.21566752","215.78652573","40.11145866","-88.21613302","216.85445786","39.69","CAR HARD SUSPENSION","true","11.1","0.04","","NOT MEASURED",
"13:02:40 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0513","40.11145866","-88.21613302","216.85445786","40.11144004","-88.21734428","216.43703842","103.29","CAR HARD SUSPENSION","true","27.52","0.1","5.16","FAIR",
"13:03:15 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0514","40.11144004","-88.21734428","216.43703842","40.11131412","-88.21773661","220.80306625","36.25","CAR HARD SUSPENSION","true","5.44","0.04","","NOT MEASURED",
"13:04:06 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0515","40.11131412","-88.21773661","220.80306625","40.11059355","-88.21806105","221.4340477","84.66","CAR HARD SUSPENSION","true","6.39","0.04","","NOT MEASURED",
"13:04:17 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0516","40.11059355","-88.21806105","221.4340477","40.11058287","-88.2192417","219.58773422","100.67","CAR HARD SUSPENSION","true","33.47","0.05","2.38","GOOD",
"13:04:28 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0517","40.11058287","-88.2192417","219.58773422","40.11061137","-88.22064358","218.41976547","119.56","CAR HARD SUSPENSION","true","36.87","0.05","2.24","GOOD",
"13:04:37 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0518","40.11061137","-88.22064358","218.41976547","40.11057838","-88.22182248","217.98720932","100.58","CAR HARD SUSPENSION","true","40.03","0.04","1.94","VERY GOOD",
"13:04:47 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0519","40.11057838","-88.22182248","217.98720932","40.11056325","-88.22301874","217.86214828","102.01","CAR HARD SUSPENSION","true","36.76","0.04","2.12","GOOD",
"13:05:41 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0520","40.11056325","-88.22301874","217.86214828","40.11055647","-88.22367842","216.39419174","56.25","CAR HARD SUSPENSION","true","4.18","0.04","","NOT MEASURED",
"13:05:54 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0521","40.11055647","-88.22367842","216.39419174","40.11053802","-88.22495693","218.85055161","109.02","CAR HARD SUSPENSION","true","29.22","0.06","2.98","GOOD",
"13:06:11 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0522","40.11053802","-88.22495693","218.85055161","40.11129654","-88.22560439","217.5691185","100.7","CAR HARD SUSPENSION","true","26.7","0.05","2.94","GOOD",
"13:06:23 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0523","40.11129654","-88.22560439","217.5691185","40.11226495","-88.2255853","219.3093249","107.55","CAR HARD SUSPENSION","true","32.49","0.07","3.59","GOOD",
"13:06:46 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0524","40.11226495","-88.2255853","219.3093249","40.11283904","-88.22561344","221.16089396","63.79","CAR HARD SUSPENSION","true","10.51","0.06","","NOT MEASURED",
"13:07:05 2019-November-29","Extra Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0525","40.11283904","-88.22561344","221.16089396","40.1137506","-88.22564149","222.75796127","101.25","CAR HARD SUSPENSION","true","19.31","0.05","","NOT MEASURED",
