"Time","Road_Identification","Interval_Number","Point_Latitude","Point_Longitude","Point_Altitude","Speed"
"12:55:54 2019-November-29","Extra Data","0480","40.09814337","-88.22297676","229.30648422","56.82",
"12:55:59 2019-November-29","Extra Data","0480","40.09814467","-88.22209382","227.20101547","56.82",
"12:56:04 2019-November-29","Extra Data","0481","40.09814287","-88.22117021","227.83761215","56.04",
"12:56:09 2019-November-29","Extra Data","0482","40.09812833","-88.22029338","227.95577621","42.66",
"12:56:14 2019-November-29","Extra Data","0482","40.09818654","-88.21963809","227.94826889","42.66",
"12:56:19 2019-November-29","Extra Data","0483","40.09818126","-88.21936509","228.00808334","4.02",
"12:56:35 2019-November-29","Extra Data","0484","40.09825318","-88.21912285","226.79995346","30.47",
"12:56:40 2019-November-29","Extra Data","0484","40.09858933","-88.21903819","228.49453642","30.47",
"12:56:45 2019-November-29","Extra Data","0484","40.09906861","-88.21903727","227.70077133","30.47",
"12:56:50 2019-November-29","Extra Data","0485","40.09960283","-88.21902738","227.65420151","41.56",
"12:56:55 2019-November-29","Extra Data","0485","40.10001648","-88.2190055","227.92770004","41.56",
"12:57:00 2019-November-29","Extra Data","0486","40.10063393","-88.21900969","226.89729747","41.03",
"12:57:05 2019-November-29","Extra Data","0487","40.1011236","-88.21904708","228.15841293","41.02",
"12:57:10 2019-November-29","Extra Data","0487","40.10164206","-88.21908144","226.75301743","41.02",
"12:57:15 2019-November-29","Extra Data","0488","40.10217515","-88.21909368","226.2265892","46.46",
"12:57:20 2019-November-29","Extra Data","0488","40.10275577","-88.21911707","225.93789291","46.46",
"12:57:25 2019-November-29","Extra Data","0489","40.10338005","-88.21913458","223.24892807","47.34",
"12:57:30 2019-November-29","Extra Data","0490","40.10396134","-88.21914808","222.17660141","45.84",
"12:57:35 2019-November-29","Extra Data","0490","40.1045295","-88.21916794","222.83956528","45.84",
"12:57:40 2019-November-29","Extra Data","0491","40.1051004","-88.21917675","224.07638168","44.3",
"12:57:45 2019-November-29","Extra Data","0492","40.10566395","-88.2191552","222.37424257","41.11",
"12:57:50 2019-November-29","Extra Data","0492","40.10615903","-88.21913651","223.17873764","41.11",
"12:57:55 2019-November-29","Extra Data","0493","40.10669685","-88.21914456","223.95449448","43.21",
"12:58:00 2019-November-29","Extra Data","0493","40.10722248","-88.21914783","223.99886703","43.21",
"12:58:05 2019-November-29","Extra Data","0494","40.10780134","-88.21916048","222.89071274","46.14",
"12:58:10 2019-November-29","Extra Data","0494","40.10836607","-88.21915369","221.45357895","46.14",
"12:58:15 2019-November-29","Extra Data","0495","40.10878772","-88.21912662","221.49453354","12.37",
"12:58:30 2019-November-29","Extra Data","0495","40.10898004","-88.21915839","220.0764506","12.37",
"12:58:35 2019-November-29","Extra Data","0496","40.10934512","-88.21918999","219.54536595","30.45",
"12:58:40 2019-November-29","Extra Data","0496","40.10978807","-88.21920856","219.00986066","30.45",
"12:58:45 2019-November-29","Extra Data","0497","40.11015084","-88.21920662","218.64168154","14.09",
"12:58:50 2019-November-29","Extra Data","0497","40.11034709","-88.21921624","220.05562973","14.09",
"12:59:00 2019-November-29","Extra Data","0498","40.11054521","-88.2192281","220.30868149","26.66",
"12:59:05 2019-November-29","Extra Data","0498","40.11076087","-88.21921932","219.28384018","26.66",
"12:59:10 2019-November-29","Extra Data","0498","40.11113531","-88.21925691","217.41006088","26.66",
"12:59:15 2019-November-29","Extra Data","0499","40.11161398","-88.21926091","217.88882065","33.1",
"12:59:20 2019-November-29","Extra Data","0499","40.11204367","-88.21925118","218.61660385","33.1",
"12:59:25 2019-November-29","Extra Data","0500","40.11246097","-88.21924445","218.22811436","31.54",
"12:59:30 2019-November-29","Extra Data","0500","40.11279955","-88.21926645","219.46926498","31.54",
"12:59:35 2019-November-29","Extra Data","0500","40.11317304","-88.21924795","219.73103013","31.54",
"12:59:40 2019-November-29","Extra Data","0501","40.11355357","-88.21925242","219.63539605","24.42",
"12:59:45 2019-November-29","Extra Data","0502","40.11355447","-88.21892638","220.79391098","24.18",
"12:59:50 2019-November-29","Extra Data","0502","40.11351712","-88.21857329","220.75381088","24.18",
"12:59:55 2019-November-29","Extra Data","0502","40.1134528","-88.21816199","220.20370102","24.18",
"13:00:00 2019-November-29","Extra Data","0503","40.11338985","-88.21776027","219.70980453","23.45",
"13:00:05 2019-November-29","Extra Data","0503","40.11333862","-88.21741845","219.61483383","23.45",
"13:00:10 2019-November-29","Extra Data","0503","40.11328617","-88.21702855","220.49251938","23.45",
"13:00:15 2019-November-29","Extra Data","0504","40.11322714","-88.21659354","220.02389145","12.54",
"13:00:20 2019-November-29","Extra Data","0504","40.11316633","-88.21622125","219.01736069","12.54",
"13:00:35 2019-November-29","Extra Data","0505","40.11311589","-88.21592673","217.82686996","21.83",
"13:00:40 2019-November-29","Extra Data","0505","40.11307062","-88.21559924","218.1729393","21.83",
"13:00:45 2019-November-29","Extra Data","0505","40.11302178","-88.2152147","218.76693344","21.83",
"13:00:50 2019-November-29","Extra Data","0506","40.11296671","-88.21481508","217.608181","26.23",
"13:00:55 2019-November-29","Extra Data","0506","40.11291092","-88.21441327","216.76107407","26.23",
"13:01:00 2019-November-29","Extra Data","0506","40.11288907","-88.21398529","217.0678978","26.23",
"13:01:05 2019-November-29","Extra Data","0507","40.11293651","-88.21352905","216.30404282","12.87",
"13:01:10 2019-November-29","Extra Data","0507","40.112983","-88.2132815","215.86635971","12.87",
"13:01:18 2019-November-29","Extra Data","0508","40.11280483","-88.21319799","216.44332504","13.4",
"13:01:23 2019-November-29","Extra Data","0508","40.11257042","-88.21319297","217.25167465","13.4",
"13:01:32 2019-November-29","Extra Data","0508","40.11236768","-88.21319217","217.1873436","13.4",
"13:01:37 2019-November-29","Extra Data","0509","40.11212022","-88.21318875","217.53884506","18.77",
"13:01:42 2019-November-29","Extra Data","0509","40.11172955","-88.2131787","216.99251938","18.77",
"13:01:49 2019-November-29","Extra Data","0509","40.1115434","-88.21317514","216.31753159","18.77",
"13:01:54 2019-November-29","Extra Data","0510","40.11149271","-88.21371396","217.16042709","29.07",
"13:01:59 2019-November-29","Extra Data","0510","40.11148586","-88.21422339","217.31667709","29.07",
"13:02:04 2019-November-29","Extra Data","0511","40.11147891","-88.21472308","218.37152685","30.42",
"13:02:09 2019-November-29","Extra Data","0511","40.11147202","-88.2152051","216.89791489","30.42",
"13:02:14 2019-November-29","Extra Data","0512","40.11146541","-88.21566752","215.78652573","11.1",
"13:02:20 2019-November-29","Extra Data","0512","40.1114615","-88.21594034","215.07479477","11.1",
"13:02:28 2019-November-29","Extra Data","0513","40.11145782","-88.21618795","217.32424545","27.52",
"13:02:33 2019-November-29","Extra Data","0513","40.11145101","-88.21663404","217.93673325","27.52",
"13:02:38 2019-November-29","Extra Data","0513","40.11144477","-88.21705482","216.84298325","27.52",
"13:02:43 2019-November-29","Extra Data","0514","40.11143692","-88.21752569","215.71438217","5.44",
"13:03:12 2019-November-29","Extra Data","0514","40.11144042","-88.21776154","218.89608383","5.44",
"13:03:17 2019-November-29","Extra Data","0515","40.11123227","-88.21773503","217.71169662","6.39",
"13:03:22 2019-November-29","Extra Data","0515","40.11098532","-88.21773027","218.21108627","6.39",
"13:03:47 2019-November-29","Extra Data","0515","40.11078811","-88.21772647","220.93307114","6.39",
"13:04:03 2019-November-29","Extra Data","0515","40.11059523","-88.21784593","222.53420639","6.39",
"13:04:08 2019-November-29","Extra Data","0516","40.11059162","-88.218308","221.45895004","33.47",
"13:04:13 2019-November-29","Extra Data","0516","40.11058904","-88.21869321","220.81924057","33.47",
"13:04:18 2019-November-29","Extra Data","0517","40.11058287","-88.2192417","219.58773422","36.87",
"13:04:23 2019-November-29","Extra Data","0517","40.1105738","-88.21989611","219.23733139","36.87",
"13:04:28 2019-November-29","Extra Data","0518","40.11061137","-88.22064358","218.41976547","40.03",
"13:04:33 2019-November-29","Extra Data","0518","40.11058426","-88.22129645","217.76821518","40.03",
"13:04:38 2019-November-29","Extra Data","0519","40.1105769","-88.22195513","218.26424789","36.76",
"13:04:43 2019-November-29","Extra Data","0519","40.11056689","-88.22257634","218.02401352","36.76",
"13:04:48 2019-November-29","Extra Data","0520","40.1105621","-88.22313044","217.74422836","4.18",
"13:04:53 2019-November-29","Extra Data","0520","40.11055797","-88.22353236","217.61507797","4.18",
"13:05:43 2019-November-29","Extra Data","0521","40.11055452","-88.22380466","216.31039047","29.22",
"13:05:48 2019-November-29","Extra Data","0521","40.11054842","-88.22418207","216.67269516","29.22",
"13:05:53 2019-November-29","Extra Data","0521","40.11054028","-88.22473665","218.97353745","29.22",
"13:05:58 2019-November-29","Extra Data","0522","40.1105349","-88.22526033","218.36031723","26.7",
"13:06:03 2019-November-29","Extra Data","0522","40.11067196","-88.22559241","216.10390854","26.7",
"13:06:08 2019-November-29","Extra Data","0522","40.11097412","-88.22560157","213.90060043","26.7",
"13:06:13 2019-November-29","Extra Data","0523","40.11145188","-88.2256054","217.34040808","32.49",
"13:06:18 2019-November-29","Extra Data","0523","40.11186215","-88.22560587","217.85910658","32.49",
"13:06:23 2019-November-29","Extra Data","0524","40.11226495","-88.2255853","219.3093249","10.51",
"13:06:28 2019-November-29","Extra Data","0524","40.11261616","-88.22561012","219.79745841","10.51",
"13:06:46 2019-November-29","Extra Data","0524","40.11283904","-88.22561344","221.16089396","10.51",
"13:06:51 2019-November-29","Extra Data","0525","40.11308523","-88.22562173","220.49862289","19.31",
"13:06:56 2019-November-29","Extra Data","0525","40.11336109","-88.22563102","222.72915268","19.31",
"13:07:01 2019-November-29","Extra Data","0525","40.1136288","-88.22563876","220.69727364","19.31",
