"Time","Road_Identification","Interval_Number","Point_Latitude","Point_Longitude","Point_Altitude","Speed"
"12:06:42 2019-November-29","Original Data","0263","40.10894053","-88.27125939","231.85519028","45.65",
"12:06:47 2019-November-29","Original Data","0263","40.10893632","-88.27050279","232.11263657","45.65",
"12:06:52 2019-November-29","Original Data","0264","40.10893241","-88.26971062","233.14059067","48.4",
"12:06:57 2019-November-29","Original Data","0265","40.10892953","-88.26892413","235.00716782","44.11",
"12:07:02 2019-November-29","Original Data","0265","40.10893647","-88.26819119","235.74111557","44.11",
"12:07:07 2019-November-29","Original Data","0266","40.10894326","-88.26754349","237.99947739","16.61",
"12:07:15 2019-November-29","Original Data","0266","40.10894586","-88.26729542","240.24270248","16.61",
"12:07:20 2019-November-29","Original Data","0267","40.1089499","-88.26686578","239.69271469","35.43",
"12:07:25 2019-November-29","Original Data","0267","40.10895689","-88.26619152","240.75082016","35.43",
"12:07:30 2019-November-29","Original Data","0268","40.10896247","-88.26543171","241.04271968","45.93",
"12:07:35 2019-November-29","Original Data","0268","40.10898495","-88.26482375","239.12868881","45.93",
"12:07:40 2019-November-29","Original Data","0269","40.10900758","-88.26396","238.76821518","45.91",
"12:07:45 2019-November-29","Original Data","0270","40.10899547","-88.26316631","237.7600975","46.7",
"12:07:50 2019-November-29","Original Data","0270","40.10899178","-88.26241412","237.24197006","46.7",
"12:07:55 2019-November-29","Original Data","0271","40.10900146","-88.26163997","236.01473618","47.56",
"12:08:00 2019-November-29","Original Data","0272","40.10900938","-88.26083153","234.80294418","49.72",
"12:08:05 2019-November-29","Original Data","0272","40.10902715","-88.26003307","233.23250961","49.72",
"12:08:10 2019-November-29","Original Data","0273","40.10904848","-88.25917711","232.11196518","52.32",
"12:08:15 2019-November-29","Original Data","0274","40.10907065","-88.25838058","232.20931625","17.99",
"12:08:20 2019-November-29","Original Data","0274","40.10903687","-88.25799149","231.97365952","17.99",
"12:08:29 2019-November-29","Original Data","0275","40.10886647","-88.25783442","232.25912094","33.98",
"12:08:34 2019-November-29","Original Data","0275","40.10836603","-88.25781849","232.99367905","33.98",
"12:08:39 2019-November-29","Original Data","0276","40.10786202","-88.2577744","233.68612289","46.56",
"12:08:44 2019-November-29","Original Data","0276","40.10724964","-88.25773677","234.97030258","46.56",
"12:08:49 2019-November-29","Original Data","0277","40.10662737","-88.25775513","235.98800278","49.31",
"12:08:54 2019-November-29","Original Data","0278","40.10598888","-88.25776451","235.93789291","50.22",
"12:08:59 2019-November-29","Original Data","0278","40.10537318","-88.25774666","236.13631821","50.22",
"12:09:04 2019-November-29","Original Data","0279","40.10472522","-88.25772705","236.32442856","50.23",
"12:09:09 2019-November-29","Original Data","0280","40.10410307","-88.25771707","237.63021469","49.68",
"12:09:14 2019-November-29","Original Data","0280","40.10347473","-88.25772135","238.46676254","49.68",
"12:09:19 2019-November-29","Original Data","0281","40.10279319","-88.25774347","238.9529686","52.5",
"12:09:24 2019-November-29","Original Data","0282","40.10214899","-88.25768153","238.33834457","52.91",
"12:09:29 2019-November-29","Original Data","0283","40.10150042","-88.25767235","236.4786644","52.5",
"12:09:34 2019-November-29","Original Data","0283","40.10084229","-88.25766623","235.48763657","52.5",
"12:09:39 2019-November-29","Original Data","0284","40.10017269","-88.25765954","234.06191635","53.69",
"12:09:44 2019-November-29","Original Data","0285","40.09949988","-88.25764917","233.02694321","49.02",
"12:09:49 2019-November-29","Original Data","0285","40.09889345","-88.25764029","232.05886459","49.02",
"12:09:54 2019-November-29","Original Data","0286","40.09850881","-88.25763631","231.11989975","9.04",
"12:10:10 2019-November-29","Original Data","0286","40.09831571","-88.25763459","230.36510015","9.04",
"12:10:15 2019-November-29","Original Data","0287","40.09823256","-88.25812219","230.79104233","30.9",
"12:10:20 2019-November-29","Original Data","0287","40.09822553","-88.25868639","230.74856186","30.9",
"12:10:25 2019-November-29","Original Data","0288","40.09823412","-88.25938707","229.3771019","44.8",
"12:10:30 2019-November-29","Original Data","0288","40.09822652","-88.26014794","228.40316391","44.8",
"12:10:35 2019-November-29","Original Data","0289","40.09824401","-88.26091521","227.53866196","46.8",
"12:10:40 2019-November-29","Original Data","0290","40.09823901","-88.26168227","227.12215805","33.08",
"12:10:45 2019-November-29","Original Data","0290","40.09824729","-88.26243626","226.20986557","33.08",
"12:10:50 2019-November-29","Original Data","0290","40.09832503","-88.26266881","225.10683823","33.08",
"12:10:55 2019-November-29","Original Data","0291","40.09859385","-88.26266524","225.36410141","24",
"12:11:00 2019-November-29","Original Data","0291","40.09887086","-88.26265213","226.20620346","24",
"12:11:05 2019-November-29","Original Data","0291","40.09919484","-88.26258878","224.99081039","24",
"12:11:10 2019-November-29","Original Data","0292","40.09937488","-88.26251315","226.00399399","15.07",
"12:11:15 2019-November-29","Original Data","0293","40.0995786","-88.26235857","225.55544662","19.52",
"12:11:20 2019-November-29","Original Data","0293","40.09973958","-88.26206762","225.88637924","19.52",
"12:11:25 2019-November-29","Original Data","0293","40.09985475","-88.26175098","226.74618149","19.52",
"12:11:30 2019-November-29","Original Data","0293","40.09989039","-88.2615012","226.61941147","19.52",
"12:11:35 2019-November-29","Original Data","0294","40.09965762","-88.26127421","226.84768295","25.21",
"12:11:40 2019-November-29","Original Data","0294","40.09949649","-88.26092757","226.7342186","25.21",
"12:11:45 2019-November-29","Original Data","0294","40.09951784","-88.26046544","227.77999496","25.21",
"12:11:50 2019-November-29","Original Data","0295","40.09953253","-88.2599905","228.11544418","29.18",
"12:11:55 2019-November-29","Original Data","0295","40.09963744","-88.25952777","227.76613998","29.18",
"12:12:00 2019-November-29","Original Data","0296","40.09986218","-88.25913684","228.19436264","29.81",
"12:12:05 2019-November-29","Original Data","0296","40.10019499","-88.25887509","231.20971781","29.81",
"12:12:10 2019-November-29","Original Data","0296","40.10056936","-88.25874649","232.69649252","29.81",
"12:12:15 2019-November-29","Original Data","0297","40.1009644","-88.25873093","233.9874232","11.58",
"12:12:31 2019-November-29","Original Data","0297","40.10115279","-88.25872411","239.18374252","11.58",
"12:12:36 2019-November-29","Original Data","0298","40.10116048","-88.25900655","238.68258286","30.66",
"12:12:41 2019-November-29","Original Data","0298","40.10116896","-88.25955188","237.90023422","30.66",
"12:12:46 2019-November-29","Original Data","0299","40.10117361","-88.26012437","235.49807358","24.75",
"12:12:51 2019-November-29","Original Data","0299","40.10118239","-88.26060788","232.47396469","24.75",
"12:12:56 2019-November-29","Original Data","0299","40.10107443","-88.26083184","230.89675522","24.75",
"12:13:01 2019-November-29","Original Data","0299","40.1008196","-88.26109013","232.12740707","24.75",
"12:13:06 2019-November-29","Original Data","0300","40.10053979","-88.26125167","231.69478989","27.14",
"12:13:11 2019-November-29","Original Data","0300","40.1002114","-88.26141672","231.37722397","27.14",
"12:13:16 2019-November-29","Original Data","0300","40.09990964","-88.26165617","229.92129135","27.14",
"12:13:21 2019-November-29","Original Data","0301","40.09971713","-88.26212146","228.91823959","24.14",
"12:13:26 2019-November-29","Original Data","0301","40.09951782","-88.26241668","227.63521957","24.14",
"12:13:31 2019-November-29","Original Data","0302","40.09937608","-88.26261696","227.22683334","27.39",
"12:13:36 2019-November-29","Original Data","0302","40.09938029","-88.26302531","226.69039536","27.39",
"12:13:41 2019-November-29","Original Data","0302","40.09938523","-88.26352568","225.43026352","27.39",
"12:13:46 2019-November-29","Original Data","0303","40.0993906","-88.2640757","225.04275131","35.93",
"12:13:51 2019-November-29","Original Data","0303","40.09944248","-88.26468344","225.80855942","35.93",
"12:13:56 2019-November-29","Original Data","0304","40.09940445","-88.2652645","226.31759262","21.67",
"12:14:01 2019-November-29","Original Data","0304","40.09940836","-88.26559158","223.79226303","21.67",
"12:14:06 2019-November-29","Original Data","0304","40.09941686","-88.26584358","224.31124496","21.67",
"12:14:12 2019-November-29","Original Data","0305","40.09940988","-88.26557561","224.30099106","19.29",
"12:14:17 2019-November-29","Original Data","0305","40.0994045","-88.26526895","223.7856102","19.29",
"12:14:22 2019-November-29","Original Data","0306","40.09921755","-88.26511262","226.45272446","27.02",
"12:14:27 2019-November-29","Original Data","0306","40.09885918","-88.26511033","225.44112778","27.02",
"12:14:32 2019-November-29","Original Data","0306","40.09851295","-88.26510723","223.82772446","27.02",
"12:14:37 2019-November-29","Original Data","0307","40.0982966","-88.26510188","222.99172592","7.78",
"12:14:45 2019-November-29","Original Data","0308","40.09825175","-88.26536365","222.12893295","38.11",
"12:14:50 2019-November-29","Original Data","0308","40.09825598","-88.26592659","222.58956528","38.11",
"12:14:55 2019-November-29","Original Data","0309","40.09826147","-88.26693036","222.7498436","51.59",
"12:15:00 2019-November-29","Original Data","0310","40.09826925","-88.26761474","222.75460434","46.28",
"12:15:05 2019-November-29","Original Data","0310","40.09829405","-88.26861398","221.15047836","46.28",
"12:15:10 2019-November-29","Original Data","0311","40.0983882","-88.26893163","220.62124252","26.98",
"12:15:15 2019-November-29","Original Data","0311","40.09867447","-88.26894734","221.5201683","26.98",
"12:15:20 2019-November-29","Original Data","0311","40.09913207","-88.26897201","222.00631332","26.98",
"12:15:25 2019-November-29","Original Data","0312","40.09950823","-88.26900139","223.31893539","32.1",
"12:15:30 2019-November-29","Original Data","0312","40.09983141","-88.26924608","222.66317368","32.1",
"12:15:35 2019-November-29","Original Data","0312","40.09986953","-88.26974672","222.48409653","32.1",
"12:15:40 2019-November-29","Original Data","0313","40.09987604","-88.27010938","222.91683578","20.85",
"12:15:45 2019-November-29","Original Data","0313","40.10019246","-88.27015383","223.11709213","20.85",
"12:15:50 2019-November-29","Original Data","0313","40.10052994","-88.27016037","223.55636215","20.85",
"12:15:55 2019-November-29","Original Data","0313","40.10074995","-88.27009738","224.39791489","20.85",
"12:16:00 2019-November-29","Original Data","0314","40.10088286","-88.26984659","224.89431381","20.89",
"12:16:05 2019-November-29","Original Data","0314","40.10086826","-88.26940135","225.25613022","20.89",
"12:16:10 2019-November-29","Original Data","0314","40.10096761","-88.26919371","225.62618637","20.89",
"12:16:15 2019-November-29","Original Data","0315","40.10122475","-88.26917557","226.75008774","24.65",
"12:16:20 2019-November-29","Original Data","0315","40.10151735","-88.26915515","226.43435287","24.65",
"12:16:25 2019-November-29","Original Data","0315","40.10186292","-88.26913059","223.69852219","24.65",
"12:16:30 2019-November-29","Original Data","0316","40.10219077","-88.26927152","223.43529813","28.07",
"12:16:35 2019-November-29","Original Data","0316","40.10243675","-88.26969018","225.73141098","28.07",
"12:16:40 2019-November-29","Original Data","0317","40.1026097","-88.27001171","225.39712143","14.26",
"12:16:45 2019-November-29","Original Data","0318","40.10280896","-88.26993693","226.7665062","16.48",
"12:16:50 2019-November-29","Original Data","0318","40.10303993","-88.26956209","227.38802719","16.48",
"12:16:55 2019-November-29","Original Data","0318","40.10322236","-88.26927719","227.68655014","16.48",
"12:17:08 2019-November-29","Original Data","0319","40.10339278","-88.26946232","227.06960678","14.8",
"12:17:13 2019-November-29","Original Data","0319","40.10359749","-88.26969902","227.09292221","14.8",
"12:17:18 2019-November-29","Original Data","0319","40.10377531","-88.26985888","227.51473618","14.8",
"12:17:27 2019-November-29","Original Data","0319","40.10393345","-88.26998174","227.96737289","14.8",
"12:17:32 2019-November-29","Original Data","0320","40.10380294","-88.27033068","225.5417849","29.67",
"12:17:37 2019-November-29","Original Data","0320","40.10364666","-88.27070187","227.64211655","29.67",
"12:17:42 2019-November-29","Original Data","0321","40.10334885","-88.27114547","225.76375961","29.22",
"12:17:47 2019-November-29","Original Data","0321","40.10300808","-88.27128362","224.00631332","29.22",
"12:17:52 2019-November-29","Original Data","0321","40.10265438","-88.27128822","225.33785629","29.22",
"12:17:57 2019-November-29","Original Data","0322","40.10224656","-88.27128325","225.23684311","33.25",
"12:18:02 2019-November-29","Original Data","0322","40.10185742","-88.2712749","223.95876694","33.25",
"12:18:07 2019-November-29","Original Data","0323","40.10144191","-88.27126774","223.34261703","33.88",
"12:18:12 2019-November-29","Original Data","0323","40.10102125","-88.27126245","223.01729965","33.88",
"12:18:17 2019-November-29","Original Data","0323","40.10057038","-88.27125678","222.49251938","33.88",
"12:18:22 2019-November-29","Original Data","0324","40.10019377","-88.27124643","224.01302719","31.65",
"12:18:27 2019-November-29","Original Data","0324","40.0999102","-88.27099449","223.80086899","31.65",
"12:18:32 2019-November-29","Original Data","0325","40.09986789","-88.27042761","223.39522934","36.52",
"12:18:37 2019-November-29","Original Data","0325","40.09986953","-88.26981933","221.9196434","36.52",
"12:18:42 2019-November-29","Original Data","0326","40.09982763","-88.26923699","221.73049545","25.06",
"12:18:47 2019-November-29","Original Data","0326","40.09949369","-88.26899907","223.29842758","25.06",
"12:18:52 2019-November-29","Original Data","0326","40.09918362","-88.26897459","223.07992172","25.06",
"12:18:57 2019-November-29","Original Data","0327","40.09904108","-88.26920373","222.53475571","30.76",
"12:19:02 2019-November-29","Original Data","0327","40.09904508","-88.2697092","220.84652328","30.76",
"12:19:07 2019-November-29","Original Data","0327","40.09904894","-88.27025929","221.57686996","30.76",
"12:19:12 2019-November-29","Original Data","0328","40.0990521","-88.27077929","222.55990219","27.78",
"12:19:17 2019-November-29","Original Data","0328","40.09896773","-88.27111986","222.83388901","27.78",
"12:19:22 2019-November-29","Original Data","0328","40.09864086","-88.27123512","222.49593735","27.78",
"12:19:27 2019-November-29","Original Data","0329","40.0983901","-88.27123284","221.48812485","9.2",
"12:19:34 2019-November-29","Original Data","0329","40.09829275","-88.27144009","221.75063705","9.2",
"12:19:39 2019-November-29","Original Data","0330","40.09828331","-88.27201369","221.6774559","26.21",
"12:19:44 2019-November-29","Original Data","0330","40.09829278","-88.27226353","221.72365952","26.21",
"12:19:49 2019-November-29","Original Data","0331","40.09857228","-88.27235923","221.20351791","26.81",
"12:19:54 2019-November-29","Original Data","0331","40.0989613","-88.27236431","222.6930809","26.81",
"12:19:59 2019-November-29","Original Data","0332","40.09933782","-88.27237102","222.5580101","29.65",
"12:20:04 2019-November-29","Original Data","0332","40.09972173","-88.27237656","222.61007309","29.65",
"12:20:09 2019-November-29","Original Data","0332","40.10017788","-88.27238314","223.15377426","29.65",
"12:20:14 2019-November-29","Original Data","0333","40.1005469","-88.27238846","222.73098373","30.2",
"12:20:19 2019-November-29","Original Data","0333","40.10087276","-88.27239152","223.28658676","30.2",
"12:20:24 2019-November-29","Original Data","0334","40.10119739","-88.27239152","221.43685532","29.28",
"12:20:29 2019-November-29","Original Data","0334","40.1015507","-88.27240217","221.66769028","29.28",
"12:20:34 2019-November-29","Original Data","0334","40.1019297","-88.27241081","221.20077133","29.28",
"12:20:39 2019-November-29","Original Data","0335","40.10223205","-88.27241769","222.21749496","11.35",
"12:20:48 2019-November-29","Original Data","0336","40.10237743","-88.27258816","223.73238754","34.84",
"12:20:53 2019-November-29","Original Data","0336","40.10237175","-88.27319827","222.78634262","34.84",
"12:20:58 2019-November-29","Original Data","0337","40.1023681","-88.27387533","223.1180687","42.08",
"12:21:03 2019-November-29","Original Data","0337","40.10236434","-88.27442631","222.25350571","42.08",
"12:21:08 2019-November-29","Original Data","0338","40.10235774","-88.27522791","221.23800278","34.3",
"12:21:13 2019-November-29","Original Data","0338","40.10235466","-88.27577926","219.84640121","34.3",
"12:21:18 2019-November-29","Original Data","0339","40.10235263","-88.27624444","219.90462875","8.26",
"12:21:31 2019-November-29","Original Data","0340","40.10235091","-88.27649392","218.96938705","33.15",
"12:21:36 2019-November-29","Original Data","0340","40.10196502","-88.27660108","219.57650375","33.15",
"12:21:41 2019-November-29","Original Data","0340","40.10149021","-88.27661043","219.87002182","33.15",
"12:21:46 2019-November-29","Original Data","0341","40.10120137","-88.27656628","221.09676743","6.08",
"12:22:09 2019-November-29","Original Data","0342","40.10105204","-88.27641393","221.80208969","24.56",
"12:22:14 2019-November-29","Original Data","0342","40.10106075","-88.27607721","221.39907455","24.56",
"12:22:19 2019-November-29","Original Data","0342","40.1011302","-88.27561434","220.12130356","24.56",
"12:22:24 2019-November-29","Original Data","0343","40.10119378","-88.27530599","219.67611313","4.56",
"12:22:36 2019-November-29","Original Data","0344","40.10125469","-88.27505347","221.86727524","27.33",
"12:22:41 2019-November-29","Original Data","0344","40.10134788","-88.27468797","221.62435532","27.33",
"12:22:46 2019-November-29","Original Data","0344","40.10146555","-88.27417688","221.78597641","27.33",
"12:22:51 2019-November-29","Original Data","0345","40.10153496","-88.27369445","221.99093246","27.86",
"12:22:56 2019-November-29","Original Data","0345","40.10154712","-88.27328589","223.71865463","27.86",
"12:23:01 2019-November-29","Original Data","0345","40.10154799","-88.27283502","223.99349594","27.86",
"12:23:06 2019-November-29","Original Data","0346","40.10155147","-88.27249513","224.09164047","12.84",
"12:23:14 2019-November-29","Original Data","0347","40.10174364","-88.27240658","224.21834946","17.61",
"12:23:19 2019-November-29","Original Data","0347","40.10202164","-88.2724129","223.5356102","17.61",
"12:23:24 2019-November-29","Original Data","0347","40.10227999","-88.27241878","224.21151352","17.61",
"12:23:30 2019-November-29","Original Data","0348","40.10247392","-88.27242247","223.28695297","24.38",
"12:23:35 2019-November-29","Original Data","0348","40.10274259","-88.27242656","223.57992172","24.38",
"12:23:40 2019-November-29","Original Data","0348","40.10316992","-88.27243306","225.36019516","24.38",
"12:23:50 2019-November-29","Original Data","0350","40.10325621","-88.27270554","223.87142563","24.54",
"12:23:55 2019-November-29","Original Data","0350","40.1032481","-88.27313712","224.37820053","24.54",
"12:24:00 2019-November-29","Original Data","0350","40.10324155","-88.27349278","224.11684799","24.54",
"12:24:05 2019-November-29","Original Data","0351","40.10326246","-88.27401724","224.35122299","21.4",
"12:24:10 2019-November-29","Original Data","0351","40.10350486","-88.27437956","224.22591782","21.4",
"12:24:15 2019-November-29","Original Data","0351","40.10374899","-88.27455712","224.11056137","21.4",
"12:24:21 2019-November-29","Original Data","0351","40.10395253","-88.2744066","224.08230209","21.4",
"12:24:26 2019-November-29","Original Data","0352","40.1041945","-88.27413017","223.71432114","24.61",
"12:24:31 2019-November-29","Original Data","0352","40.10428879","-88.27385048","224.86697006","24.61",
"12:24:36 2019-November-29","Original Data","0352","40.10416648","-88.27341902","223.91091537","24.61",
"12:24:41 2019-November-29","Original Data","0353","40.1041388","-88.27290654","224.42940903","18.52",
"12:24:46 2019-November-29","Original Data","0353","40.10414077","-88.27257376","225.70290756","18.52",
"12:24:53 2019-November-29","Original Data","0353","40.10430786","-88.27245026","225.63094711","18.52",
"12:24:58 2019-November-29","Original Data","0354","40.10462093","-88.27245479","225.35421371","21.52",
"12:25:03 2019-November-29","Original Data","0354","40.10496323","-88.27245974","225.05520248","21.52",
"12:25:11 2019-November-29","Original Data","0355","40.10507097","-88.27267289","225.1092186","28.51",
"12:25:16 2019-November-29","Original Data","0355","40.10507461","-88.27304983","224.26369858","28.51",
"12:25:21 2019-November-29","Original Data","0355","40.10507988","-88.27359638","223.96090317","28.51",
"12:25:26 2019-November-29","Original Data","0356","40.10508547","-88.27423226","222.06728745","38.83",
"12:25:31 2019-November-29","Original Data","0356","40.10509034","-88.27486364","223.87520981","38.83",
"12:25:36 2019-November-29","Original Data","0357","40.10509384","-88.27532098","223.36654282","24.98",
"12:25:41 2019-November-29","Original Data","0357","40.10486969","-88.27541503","224.42471737","24.98",
"12:25:46 2019-November-29","Original Data","0357","40.10453544","-88.27540947","224.34889062","24.98",
"12:25:51 2019-November-29","Original Data","0358","40.10414541","-88.275403","223.95695497","14.99",
"12:25:56 2019-November-29","Original Data","0358","40.10383106","-88.27539777","223.11646777","14.99",
"12:26:06 2019-November-29","Original Data","0359","40.10359585","-88.27539393","223.57577133","25.75",
"12:26:11 2019-November-29","Original Data","0359","40.10335858","-88.27538785","224.4060936","25.75",
"12:26:16 2019-November-29","Original Data","0359","40.10302407","-88.27538145","224.23434067","25.75",
"12:26:21 2019-November-29","Original Data","0360","40.10260346","-88.27537538","224.39730453","15.24",
"12:26:26 2019-November-29","Original Data","0360","40.10239866","-88.27537243","224.97665024","15.24",
"12:26:33 2019-November-29","Original Data","0361","40.10235915","-88.27506466","222.71694565","35.49",
"12:26:38 2019-November-29","Original Data","0361","40.10236303","-88.27458754","221.92220688","35.49",
"12:26:43 2019-November-29","Original Data","0362","40.10236751","-88.27398559","223.09365463","39.76",
"12:26:48 2019-November-29","Original Data","0362","40.1023718","-88.27318832","222.88473129","39.76",
"12:26:53 2019-November-29","Original Data","0363","40.10237677","-88.27265797","224.19070053","35.76",
"12:26:58 2019-November-29","Original Data","0363","40.10238343","-88.27193079","225.80160141","35.76",
"12:27:03 2019-November-29","Original Data","0364","40.10238719","-88.27151451","226.36709213","12.28",
"12:27:11 2019-November-29","Original Data","0364","40.10244311","-88.2712867","225.83224106","12.28",
"12:27:16 2019-November-29","Original Data","0365","40.10278882","-88.27128863","225.17544174","26.29",
"12:27:21 2019-November-29","Original Data","0365","40.10307595","-88.27127809","224.9574852","26.29",
"12:27:26 2019-November-29","Original Data","0365","40.10328591","-88.27119913","226.04586411","26.29",
"12:27:31 2019-November-29","Original Data","0366","40.10361965","-88.27068614","225.92025375","26.88",
"12:27:36 2019-November-29","Original Data","0366","40.10376557","-88.27041726","225.64364243","26.88",
"12:27:41 2019-November-29","Original Data","0366","40.10395162","-88.26991729","226.19198227","26.88",
"12:27:46 2019-November-29","Original Data","0367","40.10406527","-88.26955829","226.97445297","27.29",
"12:27:51 2019-November-29","Original Data","0367","40.10431007","-88.26923614","226.65243149","27.29",
"12:27:56 2019-November-29","Original Data","0367","40.10466377","-88.26917608","227.54879379","27.29",
"12:28:01 2019-November-29","Original Data","0368","40.10499945","-88.26918865","227.45669174","22.98",
"12:28:06 2019-November-29","Original Data","0368","40.10532735","-88.26920928","228.79305649","22.98",
"12:28:11 2019-November-29","Original Data","0368","40.10560705","-88.26922982","229.71664047","22.98",
"12:28:17 2019-November-29","Original Data","0369","40.10566298","-88.26950833","228.1182518","21.45",
"12:28:22 2019-November-29","Original Data","0369","40.10568063","-88.26992302","227.60702133","21.45",
"12:28:27 2019-November-29","Original Data","0369","40.10567075","-88.27021139","226.27877426","21.45",
"12:28:32 2019-November-29","Original Data","0370","40.10544055","-88.27031501","227.84786606","22.78",
"12:28:37 2019-November-29","Original Data","0370","40.10513538","-88.27028576","228.31148911","22.78",
"12:28:42 2019-November-29","Original Data","0370","40.10480839","-88.270312","228.03347397","22.78",
"12:28:47 2019-November-29","Original Data","0371","40.10461717","-88.27061695","228.03249741","22.05",
"12:28:52 2019-November-29","Original Data","0371","40.10456449","-88.27108353","226.49599838","22.05",
"12:28:57 2019-November-29","Original Data","0371","40.1046636","-88.27132407","225.76852036","22.05",
"12:29:02 2019-November-29","Original Data","0372","40.10494702","-88.27134719","227.95394516","29.96",
"12:29:07 2019-November-29","Original Data","0372","40.10538694","-88.27135358","228.23202133","29.96",
"12:29:12 2019-November-29","Original Data","0373","40.10580656","-88.27135556","227.25423813","27.61",
"12:29:17 2019-November-29","Original Data","0373","40.10614706","-88.27135738","228.26400375","27.61",
"12:29:22 2019-November-29","Original Data","0373","40.10648748","-88.2713593","229.51162338","27.61",
"12:29:28 2019-November-29","Original Data","0374","40.10661758","-88.27117758","231.34823227","13.8",
"12:29:33 2019-November-29","Original Data","0375","40.1065955","-88.27079194","228.95827866","25.33",
"12:29:38 2019-November-29","Original Data","0375","40.10656732","-88.270385","229.49538803","25.33",
