"Time","Road_Identification","Road_Pavement_Type","Road_Lane_Being_Measured","Road_Number","Road_Name","Road_National_Region","Road_Regional_Region","Road_Local_Region","Road_Start_Point_Name","Road_End_Point_Name","Road_Start_Point_Chainage","Road_End_Point_Chainage","Road_Network_Type","Road_Class","Road_Management_Entity","Road_Number_Of_Lanes","Road_Carriageway_Width","Road_Shoulder_Width","Road_Surface_Type","Road_Terrain_Type","Road_Traffic_Level","Road_Traffic_Direction","Road_Observed_Pavement_Condition","Road_Observed_Drainage_Condition","Road_Posted_Speed_Limit","Road_Pavement_Age","Road_Landslide_Vulnerability","Road_Rockfall_Vulnerability","Road_Erosion_Vulnerability","Road_Mudflow_Vulnerability","Road_Flash_Flood_Vulnerability","Road_Flood_Area_Vulnerability","Road_Snow_Fall_Vulnerability","Road_Fog_Vulnerability","Road_Ice_on_Carriageway_Vulnerability","Road_Boulders_on_Carriageway_Vulnerability","Road_Wildfire_Area_Vulnerability","Road_Comments","Interval_Number","Interval_Start_Latitude","Interval_Start_Longitude","Interval_Start_Altitude","Interval_End_Latitude","Interval_End_Longitude","Interval_End_Altitude","Interval_Length","Suspension_Type","Is_Fixed","Speed","St_Dev_Vert_Accel","Roughness","Condition_Category"
"12:03:57 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0244","40.09829958","-88.27103339","223.92757797","40.09829022","-88.27231094","223.44118881","108.94","CAR HARD SUSPENSION","true","49.83","0.05","2.02","GOOD",
"12:04:05 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0245","40.09829022","-88.27231094","223.44118881","40.0982836","-88.27359585","222.81454086","109.57","CAR HARD SUSPENSION","true","48.83","0.08","3.01","GOOD",
"12:04:13 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0246","40.0982836","-88.27359585","222.81454086","40.09829337","-88.27489536","222.41353989","110.81","CAR HARD SUSPENSION","true","49.38","0.06","2.27","GOOD",
"12:04:21 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0247","40.09829337","-88.27489536","222.41353989","40.09831332","-88.27610814","223.02950668","103.44","CAR HARD SUSPENSION","true","47.02","0.06","2.58","GOOD",
"12:04:35 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0248","40.09831332","-88.27610814","223.02950668","40.09926982","-88.27646102","222.39553452","110.39","CAR HARD SUSPENSION","true","31.14","0.06","3.27","GOOD",
"12:04:43 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0249","40.09926982","-88.27646102","222.39553452","40.10023811","-88.27651982","222.96211915","107.64","CAR HARD SUSPENSION","true","47.91","0.05","2.06","GOOD",
"12:04:52 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0250","40.10023811","-88.27651982","222.96211915","40.10124998","-88.27647492","223.38486672","112.42","CAR HARD SUSPENSION","true","46.23","0.05","1.84","VERY GOOD",
"12:05:00 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0251","40.10124998","-88.27647492","223.38486672","40.10217771","-88.2765191","223.81206413","103.08","CAR HARD SUSPENSION","true","44.07","0.05","2.12","GOOD",
"12:05:08 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0252","40.10217771","-88.2765191","223.81206413","40.10315643","-88.27653663","224.95810439","108.69","CAR HARD SUSPENSION","true","49.05","0.04","1.7","VERY GOOD",
"12:05:17 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0253","40.10315643","-88.27653663","224.95810439","40.10416401","-88.27649932","223.72671127","111.93","CAR HARD SUSPENSION","true","47.65","0.05","1.86","VERY GOOD",
"12:05:25 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0254","40.10416401","-88.27649932","223.72671127","40.1050997","-88.27657952","223.29507065","104.12","CAR HARD SUSPENSION","true","46","0.06","2.25","GOOD",
"12:05:33 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0255","40.1050997","-88.27657952","223.29507065","40.10603043","-88.2766124","227.4499647","103.39","CAR HARD SUSPENSION","true","45.31","0.06","2.37","GOOD",
"12:05:42 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0256","40.10603043","-88.2766124","227.4499647","40.1070547","-88.27662527","227.89512207","113.74","CAR HARD SUSPENSION","true","43.84","0.04","1.9","VERY GOOD",
"12:05:50 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0257","40.1070547","-88.27662527","227.89512207","40.10800849","-88.27664127","231.16073842","105.92","CAR HARD SUSPENSION","true","48.1","0.04","1.69","VERY GOOD",
"12:06:00 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0258","40.10800849","-88.27664127","231.16073842","40.10891545","-88.27657314","230.90267848","100.88","CAR HARD SUSPENSION","true","40.97","0.06","2.74","GOOD",
"12:06:12 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0259","40.10891545","-88.27657314","230.90267848","40.10897327","-88.27536487","234.00800074","103.22","CAR HARD SUSPENSION","true","28.57","0.07","3.46","GOOD",
"12:06:22 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0260","40.10897327","-88.27536487","234.00800074","40.10896236","-88.27405313","233.36343002","111.85","CAR HARD SUSPENSION","true","39.14","0.07","2.99","GOOD",
"12:06:31 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0261","40.10896236","-88.27405313","233.36343002","40.10895335","-88.27280844","232.26156235","106.13","CAR HARD SUSPENSION","true","42.56","0.07","2.95","GOOD",
"12:06:40 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0262","40.10895335","-88.27280844","232.26156235","40.10894254","-88.27154553","232.47237778","107.68","CAR HARD SUSPENSION","true","43.43","0.08","3.28","GOOD",
"12:06:48 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0263","40.10894254","-88.27154553","232.47237778","40.10893546","-88.27034661","232.49966049","102.23","CAR HARD SUSPENSION","true","45.65","0.07","2.8","GOOD",
"12:06:56 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0264","40.10893546","-88.27034661","232.49966049","40.10892967","-88.26906443","234.89339828","109.32","CAR HARD SUSPENSION","true","48.4","0.07","2.94","GOOD",
"12:07:05 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0265","40.10892967","-88.26906443","234.89339828","40.10894101","-88.26775797","237.02767563","111.4","CAR HARD SUSPENSION","true","44.11","0.07","3.06","GOOD",
"12:07:16 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0266","40.10894101","-88.26775797","237.02767563","40.10894659","-88.26722507","240.06411362","45.44","CAR HARD SUSPENSION","true","16.61","0.04","","NOT MEASURED",
"12:07:27 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0267","40.10894659","-88.26722507","240.06411362","40.10895932","-88.2658926","240.18606186","113.62","CAR HARD SUSPENSION","true","35.43","0.09","4.25","FAIR",
"12:07:35 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0268","40.10895932","-88.2658926","240.18606186","40.10898842","-88.26467145","239.66585922","104.17","CAR HARD SUSPENSION","true","45.93","0.07","2.75","GOOD",
"12:07:43 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0269","40.10898842","-88.26467145","239.66585922","40.1090023","-88.26347058","238.17940903","102.4","CAR HARD SUSPENSION","true","45.91","0.09","3.61","GOOD",
"12:07:51 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0270","40.1090023","-88.26347058","238.17940903","40.10899123","-88.2622573","237.16707993","103.45","CAR HARD SUSPENSION","true","46.7","0.11","4.59","FAIR",
"12:07:59 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0271","40.10899123","-88.2622573","237.16707993","40.10901164","-88.26099565","234.8995018","107.59","CAR HARD SUSPENSION","true","47.56","0.11","4.31","FAIR",
"12:08:07 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0272","40.10901164","-88.26099565","234.8995018","40.10903905","-88.25969445","232.73775864","110.99","CAR HARD SUSPENSION","true","49.72","0.11","4.15","FAIR",
"12:08:14 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0273","40.10903905","-88.25969445","232.73775864","40.10907145","-88.25851109","232.55013657","100.96","CAR HARD SUSPENSION","true","52.32","0.06","2.11","GOOD",
"12:08:27 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0274","40.10907145","-88.25851109","232.55013657","40.10897434","-88.25783056","231.9819603","59.02","CAR HARD SUSPENSION","true","17.99","0.04","","NOT MEASURED",
"12:08:37 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0275","40.10897434","-88.25783056","231.9819603","40.10807015","-88.25778262","233.57705307","100.49","CAR HARD SUSPENSION","true","33.98","0.07","3.25","GOOD",
"12:08:45 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0276","40.10807015","-88.25778262","233.57705307","40.1071258","-88.25775513","235.01827621","104.89","CAR HARD SUSPENSION","true","46.56","0.08","3.17","GOOD",
"12:08:53 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0277","40.1071258","-88.25775513","235.01827621","40.10611469","-88.25776208","235.95760727","112.28","CAR HARD SUSPENSION","true","49.31","0.09","3.37","GOOD",
"12:09:01 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0278","40.10611469","-88.25776208","235.95760727","40.10512671","-88.25775127","236.11129379","109.71","CAR HARD SUSPENSION","true","50.22","0.1","3.96","GOOD",
"12:09:08 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0279","40.10512671","-88.25775127","236.11129379","40.10422185","-88.25772051","237.30971909","100.51","CAR HARD SUSPENSION","true","50.23","0.05","2.05","GOOD",
"12:09:15 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0280","40.10422185","-88.25772051","237.30971909","40.10332041","-88.25772428","238.33749008","100.1","CAR HARD SUSPENSION","true","49.68","0.06","2.43","GOOD",
"12:09:22 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0281","40.10332041","-88.25772428","238.33749008","40.10241098","-88.2577542","238.48055649","101.02","CAR HARD SUSPENSION","true","52.5","0.07","2.68","GOOD",
"12:09:29 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0282","40.10241098","-88.2577542","238.48055649","40.10150042","-88.25767235","236.4786644","101.35","CAR HARD SUSPENSION","true","52.91","0.07","2.44","GOOD",
"12:09:36 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0283","40.10150042","-88.25767235","236.4786644","40.10057109","-88.25766428","235.02645493","103.2","CAR HARD SUSPENSION","true","52.5","0.07","2.59","GOOD",
"12:09:43 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0284","40.10057109","-88.25766428","235.02645493","40.09964413","-88.25765139","233.89932642","102.94","CAR HARD SUSPENSION","true","53.69","0.08","3.08","GOOD",
"12:09:51 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0285","40.09964413","-88.25765139","233.89932642","40.09870067","-88.25763803","231.37063217","104.77","CAR HARD SUSPENSION","true","49.02","0.06","2.31","GOOD",
"12:10:11 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0286","40.09870067","-88.25763803","231.37063217","40.09823256","-88.25779774","230.74367905","53.73","CAR HARD SUSPENSION","true","9.04","0.03","","NOT MEASURED",
"12:10:23 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0287","40.09823256","-88.25779774","230.74367905","40.098197","-88.25910186","229.49264145","111.27","CAR HARD SUSPENSION","true","30.9","0.03","1.93","VERY GOOD",
"12:10:31 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0288","40.098197","-88.25910186","229.49264145","40.09822377","-88.26029163","228.31612778","101.49","CAR HARD SUSPENSION","true","44.8","0.05","2.07","GOOD",
"12:10:39 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0289","40.09822377","-88.26029163","228.31612778","40.09823702","-88.2615344","227.0156517","105.99","CAR HARD SUSPENSION","true","46.8","0.05","2.15","GOOD",
"12:10:51 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0290","40.09823702","-88.2615344","227.0156517","40.09836735","-88.26266921","225.25436553","97.85","CAR HARD SUSPENSION","true","33.08","0.04","","NOT MEASURED",
"12:11:07 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0291","40.09836735","-88.26266921","225.25436553","40.09928438","-88.26256001","225.69057846","102.25","CAR HARD SUSPENSION","true","24","0.04","2.35","GOOD",
"12:11:14 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0292","40.09928438","-88.26256001","225.69057846","40.09955023","-88.26238769","226.19417953","32.97","CAR HARD SUSPENSION","true","15.07","0.03","","NOT MEASURED",
"12:11:31 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0293","40.09955023","-88.26238769","226.19417953","40.09986316","-88.26147611","226.25790024","85.14","CAR HARD SUSPENSION","true","19.52","0.04","","NOT MEASURED",
"12:11:46 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0294","40.09986316","-88.26147611","226.25790024","40.0995171","-88.2603648","228.15761948","102.25","CAR HARD SUSPENSION","true","25.21","0.05","2.91","GOOD",
"12:11:59 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0295","40.0995171","-88.2603648","228.15761948","40.09980845","-88.25920864","227.84371567","103.76","CAR HARD SUSPENSION","true","29.18","0.04","2.3","GOOD",
"12:12:11 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0296","40.09980845","-88.25920864","227.84371567","40.10067289","-88.2587387","232.95598834","104.02","CAR HARD SUSPENSION","true","29.81","0.04","2.16","GOOD",
"12:12:34 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0297","40.10067289","-88.2587387","232.95598834","40.101158","-88.25884711","238.76284409","54.65","CAR HARD SUSPENSION","true","11.58","0.04","","NOT MEASURED",
"12:12:46 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0298","40.101158","-88.25884711","238.76284409","40.10117361","-88.26012437","235.49807358","108.92","CAR HARD SUSPENSION","true","30.66","0.04","2.28","GOOD",
"12:13:03 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0299","40.10117361","-88.26012437","235.49807358","40.1007213","-88.26115712","232.17440414","101.38","CAR HARD SUSPENSION","true","24.75","0.04","2.54","GOOD",
"12:13:17 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0300","40.1007213","-88.26115712","232.17440414","40.09985924","-88.26174276","229.86483383","107.97","CAR HARD SUSPENSION","true","27.14","0.04","2.35","GOOD",
"12:13:31 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0301","40.09985924","-88.26174276","229.86483383","40.09937608","-88.26261696","227.22683334","91.84","CAR HARD SUSPENSION","true","24.14","0.04","","NOT MEASURED",
"12:13:44 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0302","40.09937608","-88.26261696","227.22683334","40.09938835","-88.26384484","225.41488266","104.71","CAR HARD SUSPENSION","true","27.39","0.04","2.42","GOOD",
"12:13:54 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0303","40.09938835","-88.26384484","225.41488266","40.09940219","-88.26503541","226.37496567","101.53","CAR HARD SUSPENSION","true","35.93","0.05","2.37","GOOD",
"12:14:08 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0304","40.09940219","-88.26503541","226.37496567","40.09940032","-88.26582581","224.35769272","67.4","CAR HARD SUSPENSION","true","21.67","0.04","","NOT MEASURED",
"12:14:20 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0305","40.09940032","-88.26582581","224.35769272","40.0993082","-88.2651132","225.1036644","61.62","CAR HARD SUSPENSION","true","19.29","0.04","","NOT MEASURED",
"12:14:33 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0306","40.0993082","-88.2651132","225.1036644","40.09839727","-88.26510437","222.68679428","101.15","CAR HARD SUSPENSION","true","27.02","0.04","2.15","GOOD",
"12:14:43 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0307","40.09839727","-88.26510437","222.68679428","40.09826252","-88.26511176","221.93880844","14.98","CAR HARD SUSPENSION","true","7.78","0.04","","NOT MEASURED",
"12:14:52 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0308","40.09826252","-88.26511176","221.93880844","40.09825934","-88.26643341","221.82546616","112.7","CAR HARD SUSPENSION","true","38.11","0.06","2.72","GOOD",
"12:14:59 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0309","40.09825934","-88.26643341","221.82546616","40.09826925","-88.26761474","222.75460434","100.74","CAR HARD SUSPENSION","true","51.59","0.09","3.4","GOOD",
"12:15:08 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0310","40.09826925","-88.26761474","222.75460434","40.09829743","-88.2688293","220.07943344","103.62","CAR HARD SUSPENSION","true","46.28","0.05","2.08","GOOD",
"12:15:21 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0311","40.09829743","-88.2688293","220.07943344","40.09920824","-88.26897582","221.85824203","101.9","CAR HARD SUSPENSION","true","26.98","0.08","4.13","FAIR",
"12:15:36 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0312","40.09920824","-88.26897582","221.85824203","40.09986953","-88.26985199","222.56118393","104.75","CAR HARD SUSPENSION","true","32.1","0.07","3.47","GOOD",
"12:15:56 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0313","40.09986953","-88.26985199","222.56118393","40.10078087","-88.27006625","224.67660141","102.83","CAR HARD SUSPENSION","true","20.85","0.07","4.05","FAIR",
"12:16:11 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0314","40.10078087","-88.27006625","224.67660141","40.10100061","-88.26919138","225.83614731","78.49","CAR HARD SUSPENSION","true","20.89","0.06","","NOT MEASURED",
"12:16:26 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0315","40.10100061","-88.26919138","225.83614731","40.10191126","-88.26913073","225.78103256","101.25","CAR HARD SUSPENSION","true","24.65","0.07","4.01","FAIR",
"12:16:39 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0316","40.10191126","-88.26913073","225.78103256","40.10259093","-88.26997855","225.28536606","104.51","CAR HARD SUSPENSION","true","28.07","0.08","3.92","GOOD",
"12:16:43 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0317","40.10259093","-88.26997855","225.28536606","40.10269651","-88.27006076","226.32711411","13.66","CAR HARD SUSPENSION","true","14.26","0.04","","NOT MEASURED",
"12:17:07 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0318","40.10269651","-88.27006076","226.32711411","40.10335995","-88.26941166","226.50350571","92.14","CAR HARD SUSPENSION","true","16.48","0.05","","NOT MEASURED",
"12:17:29 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0319","40.10335995","-88.26941166","226.50350571","40.10390461","-88.27008229","227.74605942","83.23","CAR HARD SUSPENSION","true","14.8","0.06","","NOT MEASURED",
"12:17:41 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0320","40.10390461","-88.27008229","227.74605942","40.10340686","-88.27108303","226.06740952","101.67","CAR HARD SUSPENSION","true","29.67","0.09","4.47","FAIR",
"12:17:54 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0321","40.10340686","-88.27108303","226.06740952","40.1024883","-88.27128703","225.92959213","103.47","CAR HARD SUSPENSION","true","29.22","0.07","3.38","GOOD",
"12:18:06 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0322","40.1024883","-88.27128703","225.92959213","40.10153796","-88.27126895","223.2576561","105.54","CAR HARD SUSPENSION","true","33.25","0.09","4.33","FAIR",
"12:18:17 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0323","40.10153796","-88.27126895","223.2576561","40.10057038","-88.27125678","222.49251938","107.45","CAR HARD SUSPENSION","true","33.88","0.07","3.41","GOOD",
"12:18:32 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0324","40.10057038","-88.27125678","222.49251938","40.09986789","-88.27042761","223.39522934","105.28","CAR HARD SUSPENSION","true","31.65","0.09","4.21","FAIR",
"12:18:42 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0325","40.09986789","-88.27042761","223.39522934","40.09982763","-88.26923699","221.73049545","101.62","CAR HARD SUSPENSION","true","36.52","0.08","3.86","GOOD",
